jogo,data,fase,grupo,mandante,palpite,visitante,P_mandante,P_empate,P_visitante,ousado,mais_provavel,prorrogacao,penaltis,avanca,status,placar_real
93,2026-07-06,R16,,Portugal,0x1,Espanha,28%,,,,,Espanha,Espanha,Espanha,PREVISTO,
94,2026-07-06,R16,,Estados Unidos,1x0,Egito,66%,,,,,Estados Unidos,Estados Unidos,Estados Unidos,PREVISTO,
95,2026-07-07,R16,,Argentina,1x0,Bélgica,82%,,,,,Argentina,Argentina,Argentina,PREVISTO,
96,2026-07-07,R16,,Canadá,1x2,Colômbia,36%,,,,,Colômbia,Colômbia,Colômbia,PREVISTO,
97,2026-07-09,QF,,Holanda,1x2,França,49%,,,,,Vai aos pênaltis,França,França,PREVISTO,
98,2026-07-10,QF,,Espanha,2x0,Estados Unidos,79%,,,,,Espanha,Espanha,Espanha,PREVISTO,
99,2026-07-11,QF,,Brasil,2x1,Inglaterra,54%,,,,,Vai aos pênaltis,Brasil,Brasil,PREVISTO,
100,2026-07-11,QF,,Argentina,1x0,Colômbia,79%,,,,,Argentina,Argentina,Argentina,PREVISTO,
101,2026-07-14,SF,,França,0x1,Espanha,35%,,,,,Espanha,Espanha,Espanha,PREVISTO,
102,2026-07-15,SF,,Brasil,0x1,Argentina,29%,,,,,Argentina,Argentina,Argentina,PREVISTO,
103,2026-07-18,3rd_place,,França,2x1,Brasil,47%,,,,,Vai aos pênaltis,Brasil,Brasil,PREVISTO,
104,2026-07-19,final,,Espanha,0x1,Argentina,40%,,,,,Argentina,Argentina,Argentina,PREVISTO,
