jogo,data,fase,grupo,mandante,palpite,visitante,P_mandante,P_empate,P_visitante,ousado,mais_provavel,prorrogacao,penaltis,avanca,status,placar_real
92,2026-07-05,R16,,México,0x1,Inglaterra,37%,,,,,Inglaterra,Inglaterra,Inglaterra,PREVISTO,
93,2026-07-06,R16,,Portugal,0x1,Espanha,36%,,,,,Espanha,Espanha,Espanha,PREVISTO,
94,2026-07-06,R16,,Estados Unidos,1x2,Bélgica,45%,,,,,Vai aos pênaltis,Bélgica,Bélgica,PREVISTO,
95,2026-07-07,R16,,Argentina,1x0,Austrália,87%,,,,,Argentina,Argentina,Argentina,PREVISTO,
96,2026-07-07,R16,,Canadá,1x2,Colômbia,33%,,,,,Colômbia,Colômbia,Colômbia,PREVISTO,
97,2026-07-09,QF,,Marrocos,0x1,França,48%,,,,,Vai aos pênaltis,França,França,PREVISTO,
98,2026-07-10,QF,,Espanha,1x0,Bélgica,70%,,,,,Espanha,Espanha,Espanha,PREVISTO,
99,2026-07-11,QF,,Brasil,1x2,Inglaterra,53%,,,,,Vai aos pênaltis,Brasil,Brasil,PREVISTO,
100,2026-07-11,QF,,Argentina,1x0,Colômbia,78%,,,,,Argentina,Argentina,Argentina,PREVISTO,
101,2026-07-14,SF,,França,0x1,Espanha,43%,,,,,Vai aos pênaltis,Espanha,Espanha,PREVISTO,
102,2026-07-15,SF,,Brasil,0x1,Argentina,30%,,,,,Argentina,Argentina,Argentina,PREVISTO,
103,2026-07-18,3rd_place,,França,1x0,Brasil,47%,,,,,Vai aos pênaltis,Brasil,Brasil,PREVISTO,
104,2026-07-19,final,,Espanha,0x1,Argentina,33%,,,,,Argentina,Argentina,Argentina,PREVISTO,
